"Listing of All Active Institutions with Congressional, Assembly & Senate Districts",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Institution ID,Legal Name,Popular Name,SED Code,INST Type Code,INST Type Description,INST Sub Type Code,INST Sub Type Description,Community Type Code,Community Type Description,County Code,County Description,Active Date,CEO Salutation,CEO FName,CEO LName,CEO Title,CEO Active Date,CEO Phone #,CEO Phone Extension,CEO email,Physical Address Line1,Physical Address Line2,Physical City,Physical State Code,Physical Zipcd5,Physical Zipadd4,Physical Country Code,Active Congressional District Code,Congressional District1,Congressional District2,Congressional District3,Congressional District4,Congressional District5,Active Senate District Code,Senate District1,Senate District2,Senate District3,Senate District4,senate District5,senate District6,Active Assembly District Code,Assembly District1,Assembly District2,Assembly District3,Assembly District4,Assembly District5,Assembly District6,Assembly District7,Assembly District8,Assembly District9
800000059489,"SESSIONS.EDU, INC.","SESSIONS.EDU, INC.",800000059489,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,12/29/05,MS.,DORIS,GRANATOWSKI,CEO & PRESIDENT,"Dec 9, 2005",, , ,"350 7TH AVE, STE 1203", ,NEW YORK,NY,10001,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000048112,TECHNO-DENT TRAINING CTR,TECHNO-DENT TRAINING CTR,310200250976,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,7/1/80, , , , ,"Mar 6, 2003",, , ,101 W 31ST ST 4TH FL, ,NEW YORK,NY,10001,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000048190,TIMATHIOS INST,TIMATHIOS INST,310200250012,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,11/2/94, , , , ,"May 14, 2010",, , ,350 5TH AVE STE 1829, ,NEW YORK,NY,10118,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000048192,CALIBER TRAINING INSTITUTE,CALIBER TRAINING INSTITUTE,310200250014,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,1/27/98, , , , ,"May 14, 2010",, , ,"500 SEVENTH AVE, 2ND FL", ,NEW YORK,NY,10018,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000048193,CAREER & EDUCATIONAL CONSULTANT METR,CAREER & EDUCATIONAL CONSULTANT METR,310200250026,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,12/17/98, , , , ,"May 14, 2010",, , ,252 W 29TH ST 5TH FL, ,NEW YORK,NY,10001,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000048075,ROBERT FIANCE BUSINESS INST 628,ROBERT FIANCE BUSINESS INST 628,310200251445,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,7/1/80, , , , ,"Mar 6, 2003",, , ,401 FIFTH AVE, ,NEW YORK,NY,10016,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,73,32,33,34,36,40,44,46,47,51
800000048103,INTL CAREER INST-BUS DIV (5002),INTL CAREER INST-BUS DIV (5002),310200251175,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,7/1/80, , , , ,"Mar 6, 2003",, , ,120 W 30TH ST, ,NEW YORK,NY,10001,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000048104,MIDTOWN SCHOOL-BUSINESS,MIDTOWN SCHOOL-BUSINESS,310200251245,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,7/1/80, , , , ,"Mar 6, 2003",, , ,1 E 19TH ST, ,NEW YORK,NY,10036,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,74,32,33,34,36,40,44,46,47,51
800000048178,ARTHUR INSTITUTE,ARTHUR INSTITUTE,310200250032,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,12/30/96, , , , ,"Jan 22, 2003",, , ,500 8TH AVE STE 1207, ,NEW YORK,NY,10018,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000055969,"TEKNE INTERACTION SYSTEMS, INC.","TEKNE INTERACTION SYSTEMS, INC.",800000055969,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,7/5/02,DR.,JANE,GOLDMAN,PRESIDENT,"Jul 5, 2002",, , ,245 PARK AVENUE, ,NEW YORK,NY,10022,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,73,32,33,34,36,40,44,46,47,51
800000056040,"INTERNATIONAL DEVELOPMENT INSTITUTE, INC.","INTERNATIONAL DEVELOPMENT INSTITUTE,",800000056040,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,9/4/02,MR.,LEOMAR,CRUZ,PRESIDENT,"Sep 4, 2002",, , ,"157 WILLIAMS ST, 14TH FL", ,NEW YORK,NY,10038,    ,US,10,6,7,8,9,10,27,12,15,20,21,25,27,65,28,36,37,44,56,61,65,66,67
800000060074,"EMPIRE TECHNOLOGY CENTER OF NEW YORK, INC.",EMPIRE TECHNOLOGY CENTER OF NEW YORK,800000060074,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,4/9/07,MR.,TAMARIT,SHITAYE,PRESIDENT,"Apr 9, 2007",, , ,"211 EAST 43 ST, SECOND FL", ,NEW YORK,NY,10017,    ,US,12,8,10,11,12,13,59,17,19,23,27,28,30,73,49,60,61,65,66,67,69,70,71
800000060837,"QUEENS COMMUNITY CENTER, INC.","QUEENS COMMUNITY CENTER, INC.",800000060837,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,2/19/08,MR.,ROBERT,LUK,BOARD MEMBER,"Feb 19, 2008",, , ,"2 EAST BROADWAY, STE 806", ,NEW YORK,NY,10038,    ,US,10,5,6,7,9,10,27,11,12,14,16,17,18,65,32,33,34,36,40,44,46,47,51
800000048215,MAGNA INSTITUTE BUSINESS DIVISION,MAGNA INSTITUTE BUSINESS DIVISION,310200250009,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,2/15/89, , , , ,"Jul 7, 2006",, , ,360 W 31ST ST, ,NEW YORK,NY,10021,    ,US,12,5,6,7,9,10,47,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000048194,SUPERIOR CAREER INSTITUTE BUSINESS,SUPERIOR CAREER INSTITUTE BUSINESS,310200250027,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,3/14/96, , , , ,"May 14, 2010",, , ,254 W 29TH ST 3RD FL, ,NEW YORK,NY,10001,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000048119,NOBLE DESKTOP LLC,NOBLE DESKTOP LLC,310200250090,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,2/4/02, , , , ,"Mar 6, 2003",, , ,"185 MADISON AVE, 3RD FL", ,NEW YORK,NY,10016,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,73,32,33,34,36,40,44,46,47,51
800000048090,BETTY OWEN SECRETARIAL SYSTEMS,BETTY OWEN SECRETARIAL SYSTEMS,310200251035,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,7/1/80, , , , ,"Mar 6, 2003",, , ,630 THIRD AVE, ,NEW YORK,NY,10017,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,73,32,33,34,36,40,44,46,47,51
800000048100,EMPIRE TECHNICAL SCH OF BUS (5002),EMPIRE TECHNICAL SCH OF BUS (5002),310200251140,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,7/1/80, , , , ,"Mar 6, 2003",, , ,10 E 38TH ST, ,NEW YORK,NY,10001,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,73,32,33,34,36,40,44,46,47,51
800000048464,CAREER BUSINESS INSTITUTE,CAREER BUSINESS INSTITUTE,310100250019,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,9/25/98, , , , ,"Apr 26, 2002",, , ,"500 SEVENTH AVE, 2ND FL", ,NEW YORK,NY,10018,    ,US,12,6,7,8,9,10,28,12,15,20,21,25,27,75,28,36,37,44,56,61,65,66,67
800000034119,US TRAINING CENTER,US TRAINING CENTER,310200250092,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,3/5/02, , , , ,"Nov 8, 2002",, , ,844 6TH AVE 2ND FL, ,NEW YORK,NY,10001,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000089715,"INSTITUTE OF CAREER CONTINUITY, INC.","INSTITUTE OF CAREER CONTINUITY, INC.",800000089715,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,9/7/17, , , , ,"Jul 1, 2017",, , ,"17 BATTERY PL, STE 636", ,NEW YORK,NY,10004,    ,US,10,5,6,7,9,10,27,11,12,14,16,17,18,61,32,33,34,36,40,44,46,47,51
800000056907,CAREER BLAZERS LEARNING CENTER,CAREER BLAZERS LEARNING CENTER,800000056907,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,5/1/03, , , , ,"Jun 24, 2003",, , ,290 MADISON AVENUE, ,NEW YORK,NY,10017,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,73,32,33,34,36,40,44,46,47,51
800000048214,"ALLEN SCHOOL, INC","ALLEN SCHOOL, INC",310200250008,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,10/23/98, , , , ,"Jul 7, 2006",, , ,15 PENN PLAZA STE 113, ,NEW YORK,NY,10001,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000048105,MTI BUSINESS SCHOOL-QUEENS (5002),MTI BUSINESS SCHOOL-QUEENS (5002),310200251259,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,7/1/80, , , , ,"Mar 6, 2003",, , ,107 W 37TH ST, ,NEW YORK,NY,10018,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000048081,COMMERCIAL PROGRAMING UNLIMITED,COMMERCIAL PROGRAMING UNLIMITED,310200251461,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,7/1/80, , , , ,"Mar 6, 2003",, , ,25 W 17TH ST, ,NEW YORK,NY,10011,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000048082,ROYAL BUSINESS SCHOOL,ROYAL BUSINESS SCHOOL,310200251330,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,7/1/80, , , , ,"Mar 6, 2003",, , ,250 W 18TH ST, ,NEW YORK,NY,10011,    ,US,12,5,6,7,9,10,47,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000048463,CAREER EDUCATION INTERNATIONAL,CAREER EDUCATION INTERNATIONAL,310100250017,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,6/22/98, , , , ,"Apr 26, 2002",, , ,844 6TH AVE  # 303, ,NEW YORK,NY,10001,    ,US,12,6,7,8,9,10,28,12,15,20,21,25,27,75,28,36,37,44,56,61,65,66,67
800000047099,CENTER FOR ACCELERATED LEARNING,CENTER FOR ACCELERATED LEARNING,310500250025,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,3/22/90, , , , ,"Jul 23, 2024",, , ,2090 ADAM C POWELL BLVD FL 12, ,NEW YORK,NY,10027,    ,US,13,10,12,13,15,0,30,27,28,29,30,31,33,70,61,66,67,68,69,70,71,72,73
800000047365,AMERICAN HI-TECH BUSINESS SCHOOL,AMERICAN HI-TECH BUSINESS SCHOOL,310300250001,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,7/1/80, , , , ,"Apr 26, 2002",, , ,915 BROADWAY, ,NEW YORK,NY,10010,    ,US,12,5,9,10,12,13,28,10,21,27,28,29,30,74,23,42,61,66,67,68,69,70,72
800000047372,MANHATTAN CAREER INST (5002),MANHATTAN CAREER INST (5002),310300251227,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,7/1/80, , , , ,"Jul 1, 2009",, , ,1780 BROADWAY 5TH FL, ,NEW YORK,NY,10021,    ,US,12,5,9,10,12,13,28,10,21,27,28,29,30,75,23,42,61,66,67,68,69,70,72
800000048073,UNITED CAREER CENTERS,UNITED CAREER CENTERS,310200251429,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,7/1/80, , , , ,"Mar 6, 2003",, , ,22 W 34TH ST, ,NEW YORK,NY,10001,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000048064,BETTY OWEN SECRETARIAL SYSTEMS,BETTY OWEN SECRETARIAL SYSTEMS,310200252009,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,11/30/89, , , , ,"Mar 6, 2003",, , ,401 5TH AVE, ,NEW YORK,NY,10016,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,73,32,33,34,36,40,44,46,47,51
800000048176,CAREER RESOURCE CENTER,CAREER RESOURCE CENTER,310200250048,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,4/19/00, , , , ,"Jan 22, 2003",, , ,230 PARK AVE STE 422, ,NEW YORK,NY,10169,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,73,32,33,34,36,40,44,46,47,51
800000047100,VISIONS OF SUCCESS I,VISIONS OF SUCCESS I,310500250027,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,5/10/99, , , , ,"Jul 23, 2024",, , ,435 W 125TH ST, ,NEW YORK,NY,10027,    ,US,13,10,12,13,15,0,30,27,28,29,30,31,33,70,61,66,67,68,69,70,71,72,73
800000070648,"TECHNICAL INSTITUTE OF AMERICA, INC. (THE)","TECHNICAL INSTITUTE OF AMERICA, INC.",800000070648,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,6/1/11,MR.,JUAN,ESTRELLA,PRESIDENT,"Jun 1, 2011",, , ,"545 8TH AVE, 4TH FL", ,NEW YORK,NY,10018,    ,US,12,5,6,7,9,10,47,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000059235,"NEW YORK GENERAL CONSULTING, INC.","NEW YORK GENERAL CONSULTING, INC.",800000059235,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,8/23/05,MR.,XIAO YUE,LIU,PRESIDENT & DIRECTOR,"Aug 23, 2005",, , ,"EMPIRE STATE BLDG, STE 1802",350 FIFTH AVENUE,NEW YORK,NY,10118,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000059947,NATIONAL INSTITUTE OF REALTIME REPORTING (THE),NATIONAL INSTITUTE OF REALTIME REPOR,800000059947,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,12/7/06,MR.,JOHN,CHISTOLINI,OWNER,"Dec 7, 2006",, , ,"420 FIFTH AVE, SUB-LEVEL","C/O COMPUSA, INC.",NEW YORK,NY,10018,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000059750,"NEW YORK COMPUTER INSTITUTE, INC.","NEW YORK COMPUTER INSTITUTE, INC.",800000059750,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,8/15/06,MRS.,DONGYU,FEI,PRESIDENT & DIRECTOR,"Aug 15, 2006",, , ,"401 BROADWAY, #200", ,NEW YORK,NY,10013,    ,US,10,6,7,8,9,10,27,12,15,20,21,25,27,66,28,36,37,44,56,61,65,66,67
800000048184,METRO TECH CAREER INSTITUTE INC,METRO TECH CAREER INSTITUTE INC,310200250021,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,5/6/97, , , , ,"Jan 22, 2003",, , ,312 W 36TH ST, ,NEW YORK,NY,10018,    ,US,12,5,6,7,9,10,47,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000048113,BLAKE BUSINESS SCHOOL,BLAKE BUSINESS SCHOOL,310200251039,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,6/8/93, , , , ,"Mar 6, 2003",, , ,20 COOPER SQ, ,NEW YORK,NY,10003,    ,US,10,5,6,7,9,10,27,11,12,14,16,17,18,66,32,33,34,36,40,44,46,47,51
800000048122,CDI CAREER DEVELOPMENT INST,CDI CAREER DEVELOPMENT INST,310200250117,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,1/31/92, , , , ,"Mar 6, 2003",, , ,19 W 44TH ST, ,NEW YORK,NY,10036,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000048078,AMERICAN HI-TECH,AMERICAN HI-TECH,310200251455,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,7/1/80, , , , ,"Mar 6, 2003",, , ,25 W 17TH ST, ,NEW YORK,NY,10011,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000048065,ADVANCED SOFTWARE ANALYSIS,ADVANCED SOFTWARE ANALYSIS,310200252202,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,1/7/94, , , , ,"Mar 6, 2003",, , ,291 BROADWAY, ,NEW YORK,NY,10007,    ,US,10,5,6,7,9,10,27,11,12,14,16,17,18,66,32,33,34,36,40,44,46,47,51
800000048134,A B C TRAINING CENTER,A B C TRAINING CENTER,310200251000,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,7/1/80, , , , ,"Nov 20, 2002",, , ,165 W 46TH, ,NEW YORK,NY,10036,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000060616,NEW AGE TRAINING,NEW AGE TRAINING,800000060616,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,11/6/07,MR.,DANIEL,IOFFE,PRESIDENT & DIRECTOR,"Nov 6, 2007",, , ,500 8TH AVE, ,NEW YORK,NY,10018,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000064373,INSTITUTE OF CULINARY EDUCATION (THE),INSTITUTE OF CULINARY EDUCATION (THE,800000064373,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,3/12/09,MR.,RICHARD,SMILOW,PRESIDENT,"Mar 12, 2009",, , ,50 WEST 23 ST, ,NEW YORK,NY,10010,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000048163,AMERICAN CAREER CENTER INC,AMERICAN CAREER CENTER INC,310200250056,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,10/5/00, , , , ,"Jun 24, 2005",, , ,500 8TH AVE, ,NEW YORK,NY,10018,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000048128,LASCOMP INSTITUTE,LASCOMP INSTITUTE,310200250076,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,10/16/01,MR.,SHAMSUL,ALAM,PRESIDENT,"Feb 20, 2003",, , ,"589 8TH AVENUE, 5TH FLOOR", ,NEW YORK,NY,10018,    ,US,12,5,6,7,9,10,47,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000055884,NY INSTITUTE OF ENGLISH AND BUSINESS,NY INSTITUTE OF ENGLISH AND BUSINESS,310200250094,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,3/5/02, , , , ,"Apr 26, 2002",, , ,248 W 35TH ST, ,NEW YORK,NY,10001,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000057694,"HERARD CENTER OF TECHNOLOGY, INC.","HERARD CENTER OF TECHNOLOGY, INC",800000057694,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,6/7/04,MS.,BETTY,HERARD,PRESIDENT & DIRECTOR,"Jun 7, 2004",, , ,"475 PARK AVE SOUTH, 22ND FL", ,NEW YORK,NY,10001,    ,US,12,5,6,7,9,10,59,11,12,14,16,17,18,74,32,33,34,36,40,44,46,47,51
800000058896,INSTITUTE FOR MEDIA AND ENTERTAINMENT,INSTITUTE FOR MEDIA AND ENTERTAINMNT,800000058896,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,5/25/05,MR.,JAMES,PALOS,PRESIDENT OF THE BOARD,"May 25, 2005",, , ,"810 SEVENTH AVE, 23 FL",COLEMAN CONFERENCE CENTER,NEW YORK,NY,10019,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000048213,AMERICAN HI-TECH INSTITUTE,AMERICAN HI-TECH INSTITUTE,310200250007,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,7/18/88, , , , ,"Jul 7, 2006",, , ,401 FIFTH AVE, ,NEW YORK,NY,10016,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,73,32,33,34,36,40,44,46,47,51
800000048107,BARCLAY CAREER SCHOOLS,BARCLAY CAREER SCHOOLS,310200251031,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,7/1/80, , , , ,"Mar 6, 2003",, , ,105 MADISON AVE, ,NEW YORK,NY,10016,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,74,32,33,34,36,40,44,46,47,51
800000060511,NEW HORIZONS COMPUTER LEARNING CENTER OF NEW YORK,NEW HORIZONS COMPUTER LEARNING CENTE,800000060511,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,11/1/07,MR.,SHAWN,LEONARD,PRESIDENT,"Nov 1, 2007",, , ,43 WEST 42 ST, ,NEW YORK,NY,10036,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000048096,CROWN BUSINESS INST,CROWN BUSINESS INST,310200251105,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,7/1/80, , , , ,"Mar 6, 2003",, , ,171 W 32ND ST, ,NEW YORK,NY,10001,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000048462,FEDCAP CAREER DESIGN,FEDCAP CAREER DESIGN,310100250012,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,11/24/99, , , , ,"Apr 26, 2002",, , ,154 W 14ST, ,NEW YORK,NY,10011,    ,US,12,6,7,8,9,10,47,12,15,20,21,25,27,75,28,36,37,44,56,61,65,66,67
800000056872,"TCY TECHNOLOGIES, INC.","TCY TECHNOLOGIES, INC.",800000056872,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,6/19/03,MR.,CHAO YANG,YIN,PRESIDENT & DIRECTOR,"Jun 19, 2003",, , ,500 8TH AVE STE 1203, ,NEW YORK,NY,10018,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,75,32,33,34,36,40,44,46,47,51
800000048149,COPE INST,COPE INST,310200250060,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,10/26/00, , , , ,"Jul 27, 2004",, , ,225 BROADWAY, ,NEW YORK,NY,10007,    ,US,10,5,6,7,9,10,27,11,12,14,16,17,18,66,32,33,34,36,40,44,46,47,51
800000048203,ADVANCED CAREER TRAINING,ADVANCED CAREER TRAINING,310200250003,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,7/1/80, , , , ,"May 14, 2010",, , ,40 E 29TH ST, ,NEW YORK,NY,10016,    ,US,12,5,6,7,9,10,28,11,12,14,16,17,18,74,32,33,34,36,40,44,46,47,51
800000059935,ICD INTERNATIONAL CENTER FOR THE DISABLED,ICD INTERNATIONAL CENTER FOR THE DIS,800000059935,9,PROPRIETARY SCHOOLS,1,REGISTERED BUSINESS SCHOOLS,71,NEW YORK CITY,31,NEW YORK,12/7/06,DR.,LES,HALPERT,CEO,"Dec 7, 2006",, , ,340 EAST 24 ST, ,NEW YORK,NY,10010,    ,US,12,5,6,7,9,10,59,11,12,14,16,17,18,74,32,33,34,36,40,44,46,47,51
